	Ghe供給圧	インジェクタ上流圧	プリバーナ圧	混合室圧	オリフィス下流温度	インジェクタ上流温度	ノズル上流温度（内径）	ノズル上流温度（中心）	ノズル下流温度	フランジ	タービン理論流量	オリフィス下流沸点	オリフィス質量流量	インジェクタ上流沸点	インジェクタ質量流量	混合室沸点
s	MPaA	MPaA	MPaA	MPaA	℃	℃	℃	℃	℃		kg/s	℃	kg/s		kg/s	℃

