ﾁｬﾝﾈﾙ名称	オリフィス上流圧力	インジェクタ上流圧力	プリバーナ圧力	混合室圧力	GHe供給圧力	インジェクタ上流温度	ノズル上流温度（内径）	ノズル上流温度（中心）	ノズル下流温度	予冷弁下流温度	温度	密度	質量流量(タービン)	質量流量(オリフィス)	沸点
単位	MPaA	MPaA	MPaA	MPaA	MPaA	ﾟC	ﾟC	ﾟC	ﾟC	ﾟC	K	kg/m3	kg/s	kg/s	
