-1	3.577762846	0.095137746	0.097221456	0.099538948	-146.4613557	-82.70212828	-24.85538012	-23.05070134	-21.53312449	-46.4569242	7.69625E-08	-182.6342305	0.000205728	-182.6342305	0	-182.3550742
-0.995	3.576218379	0.093618766	0.096913112	0.099075427	-146.4773615	-82.69412536	-24.85538012	-23.05070134	-21.53312449	-46.54495627	0	-182.73108	0.000246082	-182.73108	0	-182.3843719
-0.99	3.575600791	0.093922562	0.097067284	0.098766413	-146.5333819	-82.75814869	-24.85538012	-23.05070134	-21.53312449	-46.69701166	0	-182.7116893	0.000134217	-182.7116893	0	-182.4039171
-0.985	3.574364625	0.09331497	0.096604768	0.098611906	-146.5333819	-82.75014577	-24.85538012	-23.05070134	-21.49210688	-46.665	-1.92406E-07	-182.750481	0	-182.750481	0	-182.4136937
-0.98	3.575600791	0.096049134	0.097221456	0.098611906	-146.429344	-82.7101312	-24.81436251	-22.96866612	-21.45108927	-46.46492711	-1.15444E-07	-182.5762454	0.000155214	-182.5762454	0	-182.4136937
-0.975	3.575291502	0.095137746	0.096450596	0.098766413	-146.429344	-82.7101312	-24.85538012	-22.96866612	-21.49210688	-46.5609621	-1.92406E-07	-182.6342305	0.000155214	-182.6342305	0	-182.4039171
-0.97	3.576527668	0.095441542	0.09675894	0.100002468	-146.4933673	-82.73413994	-24.85538012	-23.00968373	-21.49210688	-46.69701166	-3.84813E-08	-182.6148918	0.000258135	-182.6148918	0	-182.3258004
-0.965	3.575600791	0.093618766	0.096450596	0.099538948	-146.4933673	-82.73413994	-24.85538012	-23.00968373	-21.49210688	-46.64099125	-1.92406E-07	-182.73108	0.000220003	-182.73108	0	-182.3550742
-0.96	3.576218379	0.094530154	0.096604768	0.098302893	-146.4533528	-82.68612245	-24.81436251	-22.96866612	-21.49210688	-46.44892128	-3.84813E-08	-182.6729391	0.000190385	-182.6729391	0	-182.4332548
-0.955	3.577145257	0.094530154	0.09675894	0.097993879	-146.5173761	-82.69412536	-24.81436251	-22.96866612	-21.49210688	-46.55295918	0	-182.6729391	0.000155214	-182.6729391	0	-182.4528267
