-1	2.806081028	0.133420401	0.109714806	0.101685754	-154.3602332	-107.0950146	127.3067	151.2535	174.201	-54.25176385	6.91144E-07	-180.277229	0.000626498	-180.277229	0.000400813	-182.2196933
-0.995	2.806698617	0.134939381	0.109560634	0.100913219	-154.4162536	-107.1350292	127.4604	151.5995	174.4316	-54.34779883	5.65481E-07	-180.1869585	0.000617733	-180.1869585	0.000414717	-182.2683514
-0.99	2.808244071	0.135546973	0.109868978	0.10137674	-154.4162536	-107.1110204	127.8448	152.176	174.8545	-54.45983965	6.28313E-07	-180.1509181	0.000626498	-180.1509181	0.000417154	-182.2391486
-0.985	2.807625494	0.134331789	0.109714806	0.101685754	-154.3682362	-107.0870117	128.2676	152.8295	175.3542	-54.24376093	9.42469E-07	-180.2230376	0.000643669	-180.2230376	0.000408445	-182.2196933
-0.98	2.806698617	0.132509013	0.11002315	0.101531247	-154.3522303	-107.0950146	128.6135	153.4445	175.8154	-54.24376093	8.79638E-07	-180.3315079	0.000626498	-180.3315079	0.000390365	-182.2294196
-0.975	2.806081028	0.132812809	0.109406462	0.10137674	-154.3522303	-107.1110204	128.8057	153.752	176.0845	-54.37180758	6.91144E-07	-180.3134052	0.000617733	-180.3134052	0.000398275	-182.2391486
-0.97	2.805772727	0.133420401	0.109714806	0.101067726	-154.3762391	-107.1270262	129.1901	154.4054	176.6226	-54.42782799	4.39819E-07	-180.277229	0.000608842	-180.277229	0.000400813	-182.2586145
-0.965	2.805772727	0.132205217	0.108789774	0.101067726	-154.3202187	-107.0950146	129.5361	155.1358	177.1992	-54.21174927	4.39819E-07	-180.3496203	0.000581354	-180.3496203	0.000398352	-182.2586145
-0.96	2.807007905	0.134635585	0.110177322	0.101994767	-154.3122157	-107.0790087	129.7283	155.4817	177.4682	-54.18774052	9.42469E-07	-180.2049932	0.000643669	-180.2049932	0.000407126	-182.2002487
-0.955	2.807007905	0.134331789	0.11002315	0.10137674	-154.3602332	-107.1190233	130.0742	156.1352	178.0448	-54.41982507	8.79638E-07	-180.2230376	0.000626498	-180.2230376	0.000405879	-182.2391486
-0.95	2.807934783	0.134939381	0.109714806	0.101222233	-154.3762391	-107.1110204	130.4201	156.7886	178.6598	-54.39581633	5.65481E-07	-180.1869585	0.000617733	-180.1869585	0.000413455	-182.2488802
-0.945	2.805772727	0.134635585	0.109098118	0.101222233	-154.3442274	-107.0870117	130.6123	157.1345	178.9673	-54.26776968	8.16806E-07	-180.2049932	0.000590659	-180.2049932	0.000416011	-182.2488802
-0.94	2.805463439	0.135546973	0.108789774	0.101222233	-154.3362245	-107.0710058	131.0351	157.8264	179.5439	-54.17173469	6.28313E-07	-180.1509181	0.000590659	-180.1509181	0.00042583	-182.2488802
-0.935	2.806081028	0.134939381	0.10925229	0.101222233	-154.4162536	-107.1270262	131.4195	158.4799	180.1205	-54.4358309	6.28313E-07	-180.1869585	0.000617733	-180.1869585	0.000417228	-182.2488802
-0.93	2.806698617	0.137065953	0.109560634	0.101222233	-154.3922449	-107.1190233	131.8039	159.1718	180.7355	-54.39581633	8.16806E-07	-180.0609865	0.000635141	-180.0609865	0.000431742	-182.2488802
-0.925	2.805772727	0.136154565	0.108789774	0.100604206	-154.3602332	-107.0870117	131.9961	159.5177	181.0814	-54.28377551	7.53975E-07	-180.1149164	0.000643669	-180.1149164	0.000430638	-182.2878332
-0.92	2.805463439	0.135243177	0.109098118	0.101840261	-154.3202187	-107.0710058	132.4189	160.2096	181.658	-54.18774052	8.79638E-07	-180.1689334	0.000676706	-180.1689334	0.000420931	-182.2099697
-0.915	2.805463439	0.134027993	0.109098118	0.101531247	-154.3762391	-107.0870117	132.7649	160.9015	182.1961	-54.42782799	6.28313E-07	-180.2410917	0.000617733	-180.2410917	0.000411033	-182.2294196
-0.91	2.806698617	0.135850769	0.109868978	0.102149274	-154.3602332	-107.1110204	133.1492	161.5165	182.7727	-54.3798105	7.53975E-07	-180.1329124	0.000626498	-180.1329124	0.000419615	-182.1905303
-0.905	2.805772727	0.135243177	0.109560634	0.101067726	-154.3362245	-107.1030175	133.3414	161.8624	183.0802	-54.25176385	7.53975E-07	-180.1689334	0.000617733	-180.1689334	0.000417191	-182.2586145
-0.9	2.806390316	0.136154565	0.109868978	0.101067726	-154.3122157	-107.0950146	133.8027	162.4774	183.6183	-54.17973761	8.79638E-07	-180.1149164	0.000652085	-180.1149164	0.000422061	-182.2586145
-0.895	2.804536561	0.132812809	0.10848143	0.100758713	-154.3442274	-107.1190233	134.2255	163.0924	184.118	-54.41982507	5.0265E-07	-180.3134052	0.000590659	-180.3134052	0.000406069	-182.278091
-0.89	2.805772727	0.133724197	0.11002315	0.101840261	-154.3602332	-107.1350292	134.7252	163.7459	184.6177	-54.41182216	6.91144E-07	-180.2591555	0.000635141	-180.2591555	0.000400774	-182.2099697
-0.885	2.805463439	0.134331789	0.109714806	0.101222233	-154.3602332	-107.1270262	134.9558	164.0534	184.9252	-54.26776968	6.28313E-07	-180.2230376	0.000608842	-180.2230376	0.000408445	-182.2488802
-0.88	2.806081028	0.135546973	0.109406462	0.100913219	-154.3362245	-107.1110204	135.494	164.7453	185.4633	-54.18774052	6.91144E-07	-180.1509181	0.000643669	-180.1509181	0.000420895	-182.2683514
-0.875	2.807317194	0.135546973	0.110177322	0.100758713	-154.3682362	-107.1430321	135.9936	165.3987	186.0015	-54.41982507	6.91144E-07	-180.1509181	0.000626498	-180.1509181	0.000414642	-182.278091
-0.87	2.808552372	0.135850769	0.11079401	0.101222233	-154.3602332	-107.0950146	136.4549	165.7831	186.2705	-54.44383382	8.16806E-07	-180.1329124	0.000652085	-180.1329124	0.000412077	-182.2488802
-0.865	2.806081028	0.133420401	0.10925229	0.100604206	-154.3522303	-107.0870117	136.724	166.5134	186.8471	-54.2277551	8.16806E-07	-180.277229	0.000617733	-180.277229	0.000404704	-182.2878332
-0.86	2.805463439	0.134027993	0.110639838	0.101531247	-154.3122157	-107.0870117	137.2621	167.1284	187.4237	-54.15572886	8.16806E-07	-180.2410917	0.000626498	-180.2410917	0.00039812	-182.2294196
-0.855	2.804536561	0.134331789	0.110331494	0.100758713	-154.3762391	-107.1430321	137.7618	167.7819	188.0003	-54.39581633	5.65481E-07	-180.2230376	0.000590659	-180.2230376	0.000403297	-182.278091
