,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6,6.1,6.2,6.3,6.4,6.5,6.6,6.7,6.8,6.9,7,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,7.9,8,8.1,8.2,8.3,8.4,8.5,8.6,8.7,8.8,8.9,9,9.1,9.2,9.3,9.4,9.5,9.6,9.7,9.8,9.9,10
70,1237,1237.1,1237.2,1237.4,1237.5,1237.7,1237.8,1238,1238.1,1238.2,1238.4,1238.5,1238.7,1238.8,1239,1239.1,1239.3,1239.4,1239.5,1239.7,1239.8,1240,1240.1,1240.3,1240.4,1240.5,1240.7,1240.8,1241,1241.1,1241.2,1241.4,1241.5,1241.7,1241.8,1242,1242.1,1242.2,1242.4,1242.5,1242.7,1242.8,1242.9,1243.1,1243.2,1243.4,1243.5,1243.6,1243.8,1243.9,1244.1,1244.2,1244.3,1244.5,1244.6,1244.7,1244.9,1245,1245.2,1245.3,1245.4,1245.6,1245.7,1245.9,1246,1246.1,1246.3,1246.4,0,1246.7,1246.8,1246.9,1247.1,1247.2,1247.4,1247.5,1247.6,1247.8,1247.9,1248,1248.2,1248.3,1248.4,1248.6,1248.7,1248.9,1249,1249.1,1249.3,1249.4,1249.5,1249.7,1249.8,1249.9,1250.1,1250.2,1250.3,1250.5,1250.6,1250.7,1250.9
72,1227.8,1227.9,1228.1,1228.2,1228.4,1228.5,1228.7,1228.8,1229,1229.1,1229.3,1229.4,1229.6,1229.7,1229.9,1230,1230.2,1230.3,1230.5,1230.6,1230.7,1230.9,1231,1231.2,1231.3,1231.5,1231.6,1231.8,1231.9,1232.1,1232.2,1232.4,1232.5,1232.7,1232.8,1233,1233.1,1233.2,1233.4,1233.5,1233.7,1233.8,1234,1234.1,1234.3,1234.4,1234.6,1234.7,1234.8,1235,1235.1,1235.3,1235.4,1235.6,1235.7,1235.9,1236,1236.1,1236.3,1236.4,1236.6,1236.7,1236.9,1237,1237.1,1237.3,1237.4,1237.6,1237.7,1237.9,1238,1238.1,1238.3,1238.4,1238.6,1238.7,1238.8,1239,1239.1,1239.3,1239.4,1239.6,1239.7,1239.8,1240,1240.1,1240.3,1240.4,1240.5,1240.7,1240.8,1241,1241.1,1241.2,1241.4,1241.5,1241.6,1241.8,1241.9,1242.1,1242.2
74,1218.6,1218.7,1218.8,1219,1219.1,1219.3,1219.5,1219.6,1219.8,1219.9,1220.1,1220.2,1220.4,1220.5,1220.7,1220.9,1221,1221.2,1221.3,1221.5,1221.6,1221.8,1221.9,1222.1,1222.2,1222.4,1222.5,1222.7,1222.9,1223,1223.2,1223.3,1223.5,1223.6,1223.8,1223.9,1224.1,1224.2,1224.4,1224.5,1224.7,1224.8,1225,1225.1,1225.3,1225.4,1225.6,1225.7,1225.9,1226,1226.2,1226.3,1226.5,1226.6,1226.8,1226.9,1227.1,1227.2,1227.4,1227.5,1227.7,1227.8,1228,1228.1,1228.3,1228.4,1228.6,1228.7,1228.9,1229,1229.2,1229.3,1229.4,1229.6,1229.7,1229.9,1230,1230.2,1230.3,1230.5,1230.6,1230.8,1230.9,1231.1,1231.2,1231.3,1231.5,1231.6,1231.8,1231.9,1232.1,1232.2,1232.4,1232.5,1232.6,1232.8,1232.9,1233.1,1233.2,1233.4,1233.5
76,1209.3,1209.4,1209.5,1209.7,1209.9,1210,1210.2,1210.4,1210.5,1210.7,1210.8,1211,1211.2,1211.3,1211.5,1211.6,1211.8,1212,1212.1,1212.3,1212.4,1212.6,1212.8,1212.9,1213.1,1213.2,1213.4,1213.6,1213.7,1213.9,1214,1214.2,1214.4,1214.5,1214.7,1214.8,1215,1215.2,1215.3,1215.5,1215.6,1215.8,1215.9,1216.1,1216.3,1216.4,1216.6,1216.7,1216.9,1217,1217.2,1217.3,1217.5,1217.7,1217.8,1218,1218.1,1218.3,1218.4,1218.6,1218.7,1218.9,1219,1219.2,1219.4,1219.5,1219.7,1219.8,1220,1220.1,1220.3,1220.4,1220.6,1220.7,1220.9,1221,1221.2,1221.3,1221.5,1221.6,1221.8,1221.9,1222.1,1222.2,1222.4,1222.5,1222.7,1222.8,1223,1223.1,1223.3,1223.4,1223.6,1223.7,1223.9,1224,1224.2,1224.3,1224.5,1224.6,1224.8
78,1199.9,1200,1200.2,1200.4,1200.5,1200.7,1200.9,1201,1201.2,1201.4,1201.5,1201.7,1201.9,1202,1202.2,1202.4,1202.5,1202.7,1202.9,1203.1,1203.2,1203.4,1203.6,1203.7,1203.9,1204.1,1204.2,1204.4,1204.5,1204.7,1204.9,1205,1205.2,1205.4,1205.5,1205.7,1205.9,1206,1206.2,1206.4,1206.5,1206.7,1206.8,1207,1207.2,1207.3,1207.5,1207.7,1207.8,1208,1208.1,1208.3,1208.5,1208.6,1208.8,1209,1209.1,1209.3,1209.4,1209.6,1209.8,1209.9,1210.1,1210.2,1210.4,1210.6,1210.7,1210.9,1211,1211.2,1211.4,1211.5,1211.7,1211.8,1212,1212.1,1212.3,1212.5,1212.6,1212.8,1212.9,1213.1,1213.2,1213.4,1213.6,1213.7,1213.9,1214,1214.2,1214.3,1214.5,1214.6,1214.8,1215,1215.1,1215.3,1215.4,1215.6,1215.7,1215.9,1216
80,1190.5,1190.6,1190.8,1190.9,1191.1,1191.3,1191.5,1191.6,1191.8,1192,1192.2,1192.4,1192.5,1192.7,1192.9,1193.1,1193.2,1193.4,1193.6,1193.8,1193.9,1194.1,1194.3,1194.4,1194.6,1194.8,1195,1195.1,1195.3,1195.5,1195.7,1195.8,1196,1196.2,1196.3,1196.5,1196.7,1196.9,1197,1197.2,1197.4,1197.5,1197.7,1197.9,1198,1198.2,1198.4,1198.6,1198.7,1198.9,1199.1,1199.2,1199.4,1199.6,1199.7,1199.9,1200.1,1200.2,1200.4,1200.6,1200.7,1200.9,1201.1,1201.2,1201.4,1201.6,1201.7,1201.9,1202.1,1202.2,1202.4,1202.6,1202.7,1202.9,1203,1203.2,1203.4,1203.5,1203.7,1203.9,1204,1204.2,1204.4,1204.5,1204.7,1204.8,1205,1205.2,1205.3,1205.5,1205.6,1205.8,1206,1206.1,1206.3,1206.5,1206.6,1206.8,1206.9,1207.1,1207.3
82,1181,1181.1,1181.3,1181.5,1181.6,1181.8,1182,1182.2,1182.4,1182.6,1182.7,1182.9,1183.1,1183.3,1183.5,1183.7,1183.8,1184,1184.2,1184.4,1184.6,1184.7,1184.9,1185.1,1185.3,1185.5,1185.6,1185.8,1186,1186.2,1186.4,1186.5,1186.7,1186.9,1187.1,1187.3,1187.4,1187.6,1187.8,1188,1188.1,1188.3,1188.5,1188.7,1188.9,1189,1189.2,1189.4,1189.6,1189.7,1189.9,1190.1,1190.3,1190.4,1190.6,1190.8,1191,1191.1,1191.3,1191.5,1191.6,1191.8,1192,1192.2,1192.3,1192.5,1192.7,1192.9,1193,1193.2,1193.4,1193.5,1193.7,1193.9,1194.1,1194.2,1194.4,1194.6,1194.7,1194.9,1195.1,1195.2,1195.4,1195.6,1195.8,1195.9,1196.1,1196.3,1196.4,1196.6,1196.8,1196.9,1197.1,1197.3,1197.4,1197.6,1197.8,1197.9,1198.1,1198.3,1198.4
84,1171.7,1171.5,1171.7,1171.9,1172.1,1172.3,1172.5,1172.6,1172.8,1173,1173.2,1173.4,1173.6,1173.8,1174,1174.2,1174.4,1174.6,1174.7,1174.9,1175.1,1175.3,1175.5,1175.7,1175.9,1176.1,1176.3,1176.4,1176.6,1176.8,1177,1177.2,1177.4,1177.6,1177.8,1177.9,1178.1,1178.3,1178.5,1178.7,1178.9,1179,1179.2,1179.4,1179.6,1179.8,1180,1180.1,1180.3,1180.5,1180.7,1180.9,1181.1,1181.2,1181.4,1181.6,1181.8,1182,1182.1,1182.3,1182.5,1182.7,1182.9,1183,1183.2,1183.4,1183.6,1183.8,1183.9,1184.1,1184.3,1184.5,1184.7,1184.8,1185,1185.2,1185.4,1185.5,1185.7,1185.9,1186.1,1186.2,1186.4,1186.6,1186.8,1187,1187.1,1187.3,1187.5,1187.6,1187.8,1188,1188.2,1188.3,1188.5,1188.7,1188.9,1189,1189.2,1189.4,1189.6
86,2.3372,1161.8,1162,1162.2,1162.4,1162.6,1162.8,1163,1163.2,1163.4,1163.6,1163.8,1164,1164.2,1164.4,1164.6,1164.8,1165,1165.2,1165.4,1165.6,1165.8,1166,1166.2,1166.4,1166.6,1166.8,1167,1167.2,1167.4,1167.6,1167.8,1168,1168.2,1168.3,1168.5,1168.7,1168.9,1169.1,1169.3,1169.5,1169.7,1169.9,1170.1,1170.3,1170.5,1170.7,1170.8,1171,1171.2,1171.4,1171.6,1171.8,1172,1172.2,1172.4,1172.6,1172.7,1172.9,1173.1,1173.3,1173.5,1173.7,1173.9,1174.1,1174.2,1174.4,1174.6,1174.8,1175,1175.2,1175.4,1175.5,1175.7,1175.9,1176.1,1176.3,1176.5,1176.6,1176.8,1177,1177.2,1177.4,1177.6,1177.7,1177.9,1178.1,1178.3,1178.5,1178.7,1178.8,1179,1179.2,1179.4,1179.6,1179.7,1179.9,1180.1,1180.3,1180.5,1180.6
