10.235,3.268151,0.0027038,0.01373644,0.01847,-0.0021705,-1.25E-05,7.790313,-129.465,-95.37,6.611336,48.50876,54.88946,-28.0125,-53.8425
10.240,3.266275,0.00228724,0.01061524,0.0180005,-0.002014,-1.875E-05,7.809375,-129.4125,-95.3325,6.957278,49.27752,55.58135,-28.02,-53.7525
10.245,3.269089,0.00332864,0.01248796,0.01847,-0.0002925,0,7.794375,-129.495,-95.3775,7.30322,50.00784,56.27323,-28.0275,-53.9775
10.250,3.267838,0.00249552,0.0115516,0.017531,-0.000449,-2.5E-05,7.758438,-129.465,-95.3775,7.726038,50.73816,56.96512,-28.035,-53.97
10.255,3.269401,0.00353692,0.01373644,0.0189395,-0.0006055,3.125E-05,7.713438,-129.435,-95.3775,7.956666,51.12254,57.31106,-28.0275,-53.85
10.260,3.267526,0.00645284,0.01342432,0.01847,-0.0009185,0,7.665,-129.3975,-95.37,8.379484,51.8913,58.07982,-27.9975,-53.76
10.265,3.260335,0.01270124,0.01342432,0.018783,-0.0002925,2.5E-05,7.619063,-129.4725,-95.415,8.802302,52.6985,58.84858,-27.99,-53.955
10.270,3.241891,0.01749168,0.01342432,0.017844,-0.0006055,-1.875E-05,7.577188,-129.4425,-95.415,9.22512,53.46726,59.65578,-27.99,-54.015
10.275,3.228135,0.01811652,0.01498492,0.0186265,-0.0002925,1.875E-05,7.54375,-129.4425,-95.3925,9.686376,54.31289,60.46297,-27.9825,-53.82
10.280,3.230324,0.0079108,0.01436068,0.0180005,-0.0006055,-3.125E-05,7.515,-129.4425,-95.385,9.917004,54.73571,60.88579,-27.9675,-53.7825
10.285,3.250957,0.00395348,0.01560916,0.019409,2.05E-05,1.875E-05,7.496875,-129.465,-95.3775,10.33982,55.50447,61.76987,-27.9825,-53.94
10.290,3.263774,0.00603628,0.01560916,0.018157,-0.000762,0,7.480313,-129.4725,-95.37,10.80108,56.27323,62.6155,-27.9975,-54.0075
10.295,3.25846,0.0099936,0.01748188,0.0189395,-0.000136,0,7.47125,-129.4275,-95.37,11.26233,57.08043,63.53801,-27.9825,-53.8125
10.300,3.224071,0.00957704,0.01685764,0.0189395,2.05E-05,-2.5E-05,7.465625,-129.42,-95.385,11.68515,57.84919,64.42209,-27.99,-53.79
10.305,3.14873,0.01374264,0.01654552,0.01847,0.0003335,-6.25E-06,7.463438,-129.4425,-95.4075,11.91578,58.23357,64.84491,-27.99,-53.91
